State,District,Year,Quarter,Registered_Users,App_Open_Count
Rajasthan,Chittorgarh,2023,2,596527,86858393
Rajasthan,Hanumangarh,2023,2,501441,352688757
Rajasthan,Pratapgarh,2023,2,161051,48811536
Rajasthan,Sawai Madhopur,2023,2,531040,38538927
Rajasthan,Jalore,2023,2,497223,90742576
Rajasthan,Bikaner,2023,2,934772,317703250
Rajasthan,Sikar,2023,2,1295705,72379272
Rajasthan,Dholpur,2023,2,273507,28282770
Rajasthan,Sirohi,2023,2,330039,44665778
Rajasthan,Rajsamand,2023,2,362498,54976050
Rajasthan,Jaisalmer,2023,2,291021,199933840
Rajasthan,Bundi,2023,2,372468,49994367
Rajasthan,Jhalawar,2023,2,426153,66031386
Rajasthan,Alwar,2023,2,2015122,62529380
Rajasthan,Kota,2023,2,1123468,45574539
Rajasthan,Jhunjhunu,2023,2,957879,40711827
Rajasthan,Pali,2023,3,730031,114579950
Rajasthan,Ganganagar,2023,3,722798,512965336
Rajasthan,Churu,2023,3,753559,120081326
Rajasthan,Jaipur,2023,3,6745507,88138968
Rajasthan,Baran,2023,3,368285,54916793
Rajasthan,Bhilwara,2023,3,1161222,123204454
Rajasthan,Banswara,2023,3,251467,77554711
Rajasthan,Dungarpur,2023,3,227663,57792491
Rajasthan,Tonk,2023,3,575238,59135745
Rajasthan,Jodhpur,2023,3,1793526,340883710
Rajasthan,Karauli,2023,3,444935,43455810
Rajasthan,Udaipur,2023,3,1075658,135031777
Rajasthan,Dausa,2023,3,776364,20580287
Rajasthan,Nagaur,2023,3,1190241,248122285
Rajasthan,Bharatpur,2023,3,961681,63482900
Rajasthan,Barmer,2023,3,850293,400237829
Rajasthan,Ajmer,2023,3,1240780,183736410
Rajasthan,Chittorgarh,2023,3,622349,86502458
Rajasthan,Hanumangarh,2023,3,522619,362030658
Rajasthan,Pratapgarh,2023,3,168793,60919555
Rajasthan,Sawai Madhopur,2023,3,554740,41740350
Rajasthan,Jalore,2023,3,518035,93136203
Rajasthan,Bikaner,2023,3,974753,362977425
Rajasthan,Sikar,2023,3,1350861,57455590
Rajasthan,Dholpur,2023,3,285692,35034202
Rajasthan,Sirohi,2023,3,343786,71505446
Rajasthan,Rajsamand,2023,3,378133,64002782
Rajasthan,Jaisalmer,2023,3,303744,225295537
Rajasthan,Bundi,2023,3,389057,55870845
Rajasthan,Jhalawar,2023,3,446144,63490116
Rajasthan,Alwar,2023,3,2100632,68857107
Rajasthan,Kota,2023,3,1170118,40526891
Rajasthan,Jhunjhunu,2023,3,998478,26060916
Rajasthan,Pali,2023,4,757423,52741973
Rajasthan,Ganganagar,2023,4,749024,47626088
Rajasthan,Churu,2023,4,782820,43468666
Rajasthan,Jaipur,2023,4,6983265,321115628
Rajasthan,Baran,2023,4,383244,29501990
Rajasthan,Bhilwara,2023,4,1205003,70874806
Rajasthan,Banswara,2023,4,261434,36670946
Rajasthan,Dungarpur,2023,4,236525,19841316
Rajasthan,Tonk,2023,4,598210,29621800
Rajasthan,Jodhpur,2023,4,1857340,114162633
Rajasthan,Karauli,2023,4,462482,25602504
Rajasthan,Udaipur,2023,4,1115611,73796442
Rajasthan,Dausa,2023,4,806062,36517536
Rajasthan,Nagaur,2023,4,1236331,90918832
Rajasthan,Bharatpur,2023,4,1000530,63625396
Rajasthan,Barmer,2023,4,883944,78473305
Rajasthan,Ajmer,2023,4,1284233,78973604
Rajasthan,Chittorgarh,2023,4,646563,43650262
Rajasthan,Hanumangarh,2023,4,542076,39998065
Rajasthan,Pratapgarh,2023,4,175877,15971177
Rajasthan,Sawai Madhopur,2023,4,576534,29540020
Rajasthan,Jalore,2023,4,537521,39567441
Rajasthan,Bikaner,2023,4,1010869,69192584
Rajasthan,Sikar,2023,4,1402231,69297940
Rajasthan,Dholpur,2023,4,296811,24439893
Rajasthan,Sirohi,2023,4,356682,20102277
Rajasthan,Rajsamand,2023,4,392759,28918772
Rajasthan,Jaisalmer,2023,4,316363,26678376
Rajasthan,Bundi,2023,4,404630,25297747
Rajasthan,Jhalawar,2023,4,464200,29977919
Rajasthan,Alwar,2023,4,2179932,132648697
Rajasthan,Kota,2023,4,1214016,55226916
Rajasthan,Jhunjhunu,2023,4,1036803,41604049
Sikkim,South,2018,1,3679,0
Sikkim,West,2018,1,2048,0
Sikkim,East,2018,1,12749,0
Sikkim,North,2018,1,1575,0
Sikkim,South,2018,2,5147,0
Sikkim,West,2018,2,2868,0
Sikkim,East,2018,2,17767,0
Sikkim,North,2018,2,2315,0
Sikkim,South,2018,3,6943,0
Sikkim,West,2018,3,4042,0
Sikkim,East,2018,3,23460,0
Sikkim,North,2018,3,3192,0
Sikkim,South,2018,4,8992,0
Sikkim,West,2018,4,5328,0
Sikkim,East,2018,4,29948,0
Sikkim,North,2018,4,4270,0
Sikkim,South,2019,1,11031,0
Sikkim,West,2019,1,6479,0
Sikkim,East,2019,1,36124,0
Sikkim,North,2019,1,5322,0
Sikkim,South,2019,2,13547,77140
Sikkim,West,2019,2,8064,46084
Sikkim,East,2019,2,43048,238494
Sikkim,North,2019,2,6340,36802
Sikkim,South,2019,3,16016,280590
Sikkim,West,2019,3,9481,144701
Sikkim,East,2019,3,49404,754830
Sikkim,North,2019,3,7227,136683
Sikkim,South,2019,4,18461,329447
Sikkim,West,2019,4,11078,178799
Sikkim,East,2019,4,55340,889132
Sikkim,North,2019,4,8093,154626
Sikkim,South,2020,1,21043,363778
Sikkim,West,2020,1,12746,206588
Sikkim,East,2020,1,61820,973818
Sikkim,North,2020,1,9022,152979
Sikkim,South,2020,2,24768,391248
Sikkim,West,2020,2,15082,272075
Sikkim,East,2020,2,69829,1057180
Sikkim,North,2020,2,10242,191832
Sikkim,South,2020,3,28038,435098
Sikkim,West,2020,3,17400,289152
Sikkim,East,2020,3,78018,1205412
Sikkim,North,2020,3,11317,226808
Sikkim,South,2020,4,31055,487764
Sikkim,West,2020,4,19217,307094
Sikkim,East,2020,4,85770,1393562
Sikkim,North,2020,4,12501,290250
Sikkim,South,2021,1,33490,549002
Sikkim,West,2021,1,20769,329949
Sikkim,East,2021,1,92502,1635704
Sikkim,North,2021,1,13452,280676
Sikkim,South,2021,2,35900,967570
Sikkim,West,2021,2,22352,824607
Sikkim,East,2021,2,99077,1747714
Sikkim,North,2021,2,14411,1001230
Sikkim,South,2021,3,38616,1144641
Sikkim,West,2021,3,24132,1053092
Sikkim,East,2021,3,106352,2217368
Sikkim,North,2021,3,15593,1299464
Sikkim,South,2021,4,41311,1156897
Sikkim,West,2021,4,25834,686418
Sikkim,East,2021,4,113537,3108229
Sikkim,North,2021,4,16725,574008
Sikkim,South,2022,1,43881,2776181
Sikkim,West,2022,1,27594,3049668
Sikkim,East,2022,1,120360,3384215
Sikkim,North,2022,1,17781,3230129
Sikkim,South,2022,2,46351,3490586
Sikkim,West,2022,2,29184,4031393
Sikkim,East,2022,2,126666,4759136
Sikkim,North,2022,2,18793,4712822
Sikkim,South,2022,3,48673,4041078
Sikkim,West,2022,3,30513,4964725
Sikkim,East,2022,3,133152,5164204
Sikkim,North,2022,3,19687,4578529
Sikkim,South,2022,4,50716,2045443
Sikkim,West,2022,4,31605,1253670
Sikkim,East,2022,4,139175,4859711
Sikkim,North,2022,4,20472,790040
Sikkim,South,2023,1,52942,5195700
Sikkim,West,2023,1,32945,4025814
Sikkim,East,2023,1,145199,4158937
Sikkim,North,2023,1,21354,5546776
Sikkim,South,2023,2,55158,7212789
Sikkim,West,2023,2,34427,8135830
Sikkim,East,2023,2,150852,6251789
Sikkim,North,2023,2,22291,6870467
Sikkim,South,2023,3,57259,9417663
Sikkim,West,2023,3,35808,11546849
Sikkim,East,2023,3,156600,7052486
Sikkim,North,2023,3,23162,6889308
Sikkim,South,2023,4,59357,3982251
Sikkim,West,2023,4,37183,1959402
Sikkim,East,2023,4,162011,9012227
Sikkim,North,2023,4,24024,884318
Tamil Nadu,Tiruchirappalli,2018,1,62230,0
Tamil Nadu,Ramanathapuram,2018,1,14636,0
Tamil Nadu,Krishnagiri,2018,1,66958,0
Tamil Nadu,Cuddalore,2018,1,43486,0
Tamil Nadu,Kancheepuram,2018,1,136352,0
Tamil Nadu,Tiruppur,2018,1,87652,0
Tamil Nadu,Dharmapuri,2018,1,33682,0
Tamil Nadu,Thoothukkudi,2018,1,25509,0
Tamil Nadu,Thanjavur,2018,1,36258,0
Tamil Nadu,Madurai,2018,1,72582,0
Tamil Nadu,Tiruvannamalai,2018,1,40279,0
Tamil Nadu,Salem,2018,1,88288,0
Tamil Nadu,Nagapattinam,2018,1,15626,0
Tamil Nadu,Tirupathur,2018,1,25242,0
Tamil Nadu,Ariyalur,2018,1,9211,0
Tamil Nadu,Chennai,2018,1,292004,0
Tamil Nadu,The Nilgiris,2018,1,13351,0
Tamil Nadu,Erode,2018,1,53761,0
Tamil Nadu,Karur,2018,1,19098,0
Tamil Nadu,Kallakkurichi,2018,1,20750,0
Tamil Nadu,Viluppuram,2018,1,31546,0
Tamil Nadu,Pudukkottai,2018,1,16067,0
Tamil Nadu,Perambalur,2018,1,8476,0
Tamil Nadu,Coimbatore,2018,1,170306,0
Tamil Nadu,Virudhunagar,2018,1,27079,0
Tamil Nadu,Dindigul,2018,1,34025,0
Tamil Nadu,Sivaganga,2018,1,16919,0
Tamil Nadu,Tenkasi,2018,1,15000,0
Tamil Nadu,Chengalpattu,2018,1,215210,0
Tamil Nadu,Kanniyakumari,2018,1,28347,0
Tamil Nadu,Tirunelveli,2018,1,28006,0
Tamil Nadu,Thiruvallur,2018,1,215622,0
Tamil Nadu,Theni,2018,1,18253,0
Tamil Nadu,Ranipet,2018,1,31107,0
Tamil Nadu,Namakkal,2018,1,38529,0
Tamil Nadu,Vellore,2018,1,42137,0
Tamil Nadu,Thiruvarur,2018,1,11170,0
Tamil Nadu,Tiruchirappalli,2018,2,91156,0
Tamil Nadu,Ramanathapuram,2018,2,22157,0
Tamil Nadu,Krishnagiri,2018,2,96842,0
Tamil Nadu,Cuddalore,2018,2,63447,0
Tamil Nadu,Kancheepuram,2018,2,188583,0
Tamil Nadu,Tiruppur,2018,2,128535,0
Tamil Nadu,Dharmapuri,2018,2,49703,0
Tamil Nadu,Thoothukkudi,2018,2,38026,0
Tamil Nadu,Thanjavur,2018,2,53239,0
Tamil Nadu,Madurai,2018,2,105957,0
Tamil Nadu,Tiruvannamalai,2018,2,58386,0
Tamil Nadu,Salem,2018,2,126830,0
Tamil Nadu,Nagapattinam,2018,2,23371,0
Tamil Nadu,Tirupathur,2018,2,36233,0
Tamil Nadu,Ariyalur,2018,2,14083,0
Tamil Nadu,Chennai,2018,2,401349,0
Tamil Nadu,The Nilgiris,2018,2,19063,0
Tamil Nadu,Erode,2018,2,77385,0
Tamil Nadu,Karur,2018,2,27639,0
Tamil Nadu,Kallakkurichi,2018,2,30936,0
Tamil Nadu,Viluppuram,2018,2,45050,0
Tamil Nadu,Pudukkottai,2018,2,24385,0
Tamil Nadu,Perambalur,2018,2,12343,0
Tamil Nadu,Coimbatore,2018,2,244374,0
Tamil Nadu,Virudhunagar,2018,2,40179,0
Tamil Nadu,Dindigul,2018,2,50731,0
Tamil Nadu,Sivaganga,2018,2,25789,0
Tamil Nadu,Tenkasi,2018,2,22686,0
Tamil Nadu,Chengalpattu,2018,2,292432,0
Tamil Nadu,Kanniyakumari,2018,2,41038,0
Tamil Nadu,Tirunelveli,2018,2,40760,0
Tamil Nadu,Thiruvallur,2018,2,300210,0
Tamil Nadu,Theni,2018,2,27112,0
Tamil Nadu,Ranipet,2018,2,43481,0
Tamil Nadu,Namakkal,2018,2,55375,0
Tamil Nadu,Vellore,2018,2,60166,0
Tamil Nadu,Thiruvarur,2018,2,17005,0
Tamil Nadu,Tiruchirappalli,2018,3,119661,0
Tamil Nadu,Ramanathapuram,2018,3,29985,0
Tamil Nadu,Krishnagiri,2018,3,128769,0
Tamil Nadu,Cuddalore,2018,3,84632,0
Tamil Nadu,Kancheepuram,2018,3,239985,0
Tamil Nadu,Tiruppur,2018,3,172195,0
Tamil Nadu,Dharmapuri,2018,3,67318,0
Tamil Nadu,Thoothukkudi,2018,3,50858,0
Tamil Nadu,Thanjavur,2018,3,70116,0
Tamil Nadu,Madurai,2018,3,138064,0
Tamil Nadu,Tiruvannamalai,2018,3,77186,0
Tamil Nadu,Salem,2018,3,164489,0
Tamil Nadu,Nagapattinam,2018,3,32391,0
Tamil Nadu,Tirupathur,2018,3,47975,0
Tamil Nadu,Ariyalur,2018,3,19441,0
Tamil Nadu,Chennai,2018,3,511138,0
Tamil Nadu,The Nilgiris,2018,3,25275,0
Tamil Nadu,Erode,2018,3,101492,0
Tamil Nadu,Karur,2018,3,36648,0
Tamil Nadu,Kallakkurichi,2018,3,42462,0
Tamil Nadu,Viluppuram,2018,3,59484,0
Tamil Nadu,Pudukkottai,2018,3,33467,0
Tamil Nadu,Perambalur,2018,3,16465,0
Tamil Nadu,Coimbatore,2018,3,318461,0
Tamil Nadu,Virudhunagar,2018,3,53656,0
Tamil Nadu,Dindigul,2018,3,68304,0
Tamil Nadu,Sivaganga,2018,3,34866,0
Tamil Nadu,Tenkasi,2018,3,30847,0
Tamil Nadu,Chengalpattu,2018,3,368413,0
Tamil Nadu,Kanniyakumari,2018,3,54637,0
Tamil Nadu,Tirunelveli,2018,3,54056,0
Tamil Nadu,Thiruvallur,2018,3,381620,0
Tamil Nadu,Theni,2018,3,36969,0
Tamil Nadu,Ranipet,2018,3,55677,0
Tamil Nadu,Namakkal,2018,3,72500,0
Tamil Nadu,Vellore,2018,3,77325,0
Tamil Nadu,Thiruvarur,2018,3,23350,0
Tamil Nadu,Tiruchirappalli,2018,4,160006,0
Tamil Nadu,Ramanathapuram,2018,4,40421,0
Tamil Nadu,Krishnagiri,2018,4,172743,0
Tamil Nadu,Cuddalore,2018,4,114395,0
Tamil Nadu,Kancheepuram,2018,4,318007,0
Tamil Nadu,Tiruppur,2018,4,227253,0
Tamil Nadu,Dharmapuri,2018,4,91253,0
Tamil Nadu,Thoothukkudi,2018,4,67862,0
Tamil Nadu,Thanjavur,2018,4,93638,0
Tamil Nadu,Madurai,2018,4,183206,0
Tamil Nadu,Tiruvannamalai,2018,4,105024,0
Tamil Nadu,Salem,2018,4,215365,0
Tamil Nadu,Nagapattinam,2018,4,44023,0
Tamil Nadu,Tirupathur,2018,4,65372,0
Tamil Nadu,Ariyalur,2018,4,26505,0
Tamil Nadu,Chennai,2018,4,689276,0
Tamil Nadu,The Nilgiris,2018,4,33617,0
Tamil Nadu,Erode,2018,4,132294,0
Tamil Nadu,Karur,2018,4,48725,0
Tamil Nadu,Kallakkurichi,2018,4,59098,0
Tamil Nadu,Viluppuram,2018,4,81637,0
Tamil Nadu,Pudukkottai,2018,4,44937,0
Tamil Nadu,Perambalur,2018,4,22429,0
Tamil Nadu,Coimbatore,2018,4,415090,0
Tamil Nadu,Virudhunagar,2018,4,71704,0
Tamil Nadu,Dindigul,2018,4,90832,0
Tamil Nadu,Sivaganga,2018,4,47194,0
Tamil Nadu,Tenkasi,2018,4,41206,0
Tamil Nadu,Chengalpattu,2018,4,483785,0
Tamil Nadu,Kanniyakumari,2018,4,72179,0
Tamil Nadu,Tirunelveli,2018,4,70740,0
Tamil Nadu,Thiruvallur,2018,4,514830,0
Tamil Nadu,Theni,2018,4,49911,0
Tamil Nadu,Ranipet,2018,4,75577,0
Tamil Nadu,Namakkal,2018,4,94773,0
Tamil Nadu,Vellore,2018,4,103405,0
Tamil Nadu,Thiruvarur,2018,4,31566,0
Tamil Nadu,Tiruchirappalli,2019,1,193798,0
Tamil Nadu,Ramanathapuram,2019,1,49864,0
Tamil Nadu,Krishnagiri,2019,1,212859,0
Tamil Nadu,Cuddalore,2019,1,138966,0
Tamil Nadu,Kancheepuram,2019,1,385091,0
Tamil Nadu,Tiruppur,2019,1,273869,0
Tamil Nadu,Dharmapuri,2019,1,111273,0
Tamil Nadu,Thoothukkudi,2019,1,82778,0
Tamil Nadu,Thanjavur,2019,1,113549,0
Tamil Nadu,Madurai,2019,1,224783,0
Tamil Nadu,Tiruvannamalai,2019,1,129411,0
Tamil Nadu,Salem,2019,1,257624,0
Tamil Nadu,Nagapattinam,2019,1,54318,0
Tamil Nadu,Tirupathur,2019,1,81010,0
Tamil Nadu,Ariyalur,2019,1,32852,0
Tamil Nadu,Chennai,2019,1,830586,0
Tamil Nadu,The Nilgiris,2019,1,41312,0
Tamil Nadu,Erode,2019,1,157469,0
Tamil Nadu,Karur,2019,1,58673,0
Tamil Nadu,Kallakkurichi,2019,1,73253,0
Tamil Nadu,Viluppuram,2019,1,100564,0
Tamil Nadu,Pudukkottai,2019,1,55252,0
Tamil Nadu,Perambalur,2019,1,27434,0
Tamil Nadu,Coimbatore,2019,1,495350,0
Tamil Nadu,Virudhunagar,2019,1,87060,0
Tamil Nadu,Dindigul,2019,1,109937,0
Tamil Nadu,Sivaganga,2019,1,57822,0
Tamil Nadu,Tenkasi,2019,1,50065,0
Tamil Nadu,Chengalpattu,2019,1,578045,0
Tamil Nadu,Kanniyakumari,2019,1,87667,0
Tamil Nadu,Tirunelveli,2019,1,85506,0
Tamil Nadu,Thiruvallur,2019,1,625908,0
Tamil Nadu,Theni,2019,1,60522,0
Tamil Nadu,Ranipet,2019,1,93392,0
Tamil Nadu,Namakkal,2019,1,112549,0
Tamil Nadu,Vellore,2019,1,126690,0
Tamil Nadu,Thiruvarur,2019,1,39202,0
Tamil Nadu,Tiruchirappalli,2019,2,229886,888105
Tamil Nadu,Ramanathapuram,2019,2,60663,222299
Tamil Nadu,Krishnagiri,2019,2,252986,1223317
Tamil Nadu,Cuddalore,2019,2,165183,567420
Tamil Nadu,Kancheepuram,2019,2,447527,2383830
Tamil Nadu,Tiruppur,2019,2,324350,1411179
Tamil Nadu,Dharmapuri,2019,2,131769,588276
Tamil Nadu,Thoothukkudi,2019,2,99080,336066
Tamil Nadu,Thanjavur,2019,2,136597,477643
Tamil Nadu,Madurai,2019,2,268420,1069867
Tamil Nadu,Tiruvannamalai,2019,2,154806,594681
Tamil Nadu,Salem,2019,2,302033,1121130
Tamil Nadu,Nagapattinam,2019,2,65797,235307
Tamil Nadu,Tirupathur,2019,2,96362,392426
Tamil Nadu,Ariyalur,2019,2,39587,147113
Tamil Nadu,Chennai,2019,2,969955,5191213
Tamil Nadu,The Nilgiris,2019,2,50589,237651
Tamil Nadu,Erode,2019,2,185565,634853
Tamil Nadu,Karur,2019,2,69047,236338
Tamil Nadu,Kallakkurichi,2019,2,88699,312180
Tamil Nadu,Viluppuram,2019,2,119969,483368
Tamil Nadu,Pudukkottai,2019,2,66892,245413
Tamil Nadu,Perambalur,2019,2,32787,111749
Tamil Nadu,Coimbatore,2019,2,584160,2460549
Tamil Nadu,Virudhunagar,2019,2,104054,348430
Tamil Nadu,Dindigul,2019,2,131833,509924
Tamil Nadu,Sivaganga,2019,2,69744,264125
Tamil Nadu,Tenkasi,2019,2,59877,196035
Tamil Nadu,Chengalpattu,2019,2,667137,4350196
Tamil Nadu,Kanniyakumari,2019,2,106688,357168
Tamil Nadu,Tirunelveli,2019,2,102281,349486
Tamil Nadu,Thiruvallur,2019,2,733978,3676621
Tamil Nadu,Theni,2019,2,71870,254448
Tamil Nadu,Ranipet,2019,2,109648,471102
Tamil Nadu,Namakkal,2019,2,131560,435958
Tamil Nadu,Vellore,2019,2,150242,706719
Tamil Nadu,Thiruvarur,2019,2,47988,166776
Tamil Nadu,Tiruchirappalli,2019,3,261919,3188576
Tamil Nadu,Ramanathapuram,2019,3,68938,742215
Tamil Nadu,Krishnagiri,2019,3,290478,4362654
Tamil Nadu,Cuddalore,2019,3,187772,1968965
Tamil Nadu,Kancheepuram,2019,3,503192,9099325
Tamil Nadu,Tiruppur,2019,3,371296,5086753
Tamil Nadu,Dharmapuri,2019,3,149491,1988881
Tamil Nadu,Thoothukkudi,2019,3,112797,1169932
Tamil Nadu,Thanjavur,2019,3,156723,1899755
Tamil Nadu,Madurai,2019,3,305793,3683037
Tamil Nadu,Tiruvannamalai,2019,3,174910,2027981
Tamil Nadu,Salem,2019,3,342259,3940685
Tamil Nadu,Nagapattinam,2019,3,75279,792031
Tamil Nadu,Tirupathur,2019,3,110825,1372746
Tamil Nadu,Ariyalur,2019,3,44894,492736
Tamil Nadu,Chennai,2019,3,1090190,18954685
Tamil Nadu,The Nilgiris,2019,3,59223,743196
Tamil Nadu,Erode,2019,3,210555,2276841
Tamil Nadu,Karur,2019,3,78089,822025
Tamil Nadu,Kallakkurichi,2019,3,101377,1058365
Tamil Nadu,Viluppuram,2019,3,135787,1636429
Tamil Nadu,Pudukkottai,2019,3,76291,853544
Tamil Nadu,Perambalur,2019,3,37320,386355
Tamil Nadu,Coimbatore,2019,3,669547,9707815
Tamil Nadu,Virudhunagar,2019,3,118223,1273205
Tamil Nadu,Dindigul,2019,3,151511,1791979
Tamil Nadu,Sivaganga,2019,3,79695,896599
Tamil Nadu,Tenkasi,2019,3,68561,651705
Tamil Nadu,Chengalpattu,2019,3,744424,18193512
Tamil Nadu,Kanniyakumari,2019,3,125378,1266941
Tamil Nadu,Tirunelveli,2019,3,117255,1175307
Tamil Nadu,Thiruvallur,2019,3,828137,13735986
Tamil Nadu,Theni,2019,3,82211,845240
Tamil Nadu,Ranipet,2019,3,123211,1585562
Tamil Nadu,Namakkal,2019,3,148504,1602205
Tamil Nadu,Vellore,2019,3,171770,2853368
Tamil Nadu,Thiruvarur,2019,3,55010,563206
Tamil Nadu,Tiruchirappalli,2019,4,299366,4026588
Tamil Nadu,Ramanathapuram,2019,4,80027,961831
Tamil Nadu,Krishnagiri,2019,4,335178,5693842
Tamil Nadu,Cuddalore,2019,4,216583,2459744
Tamil Nadu,Kancheepuram,2019,4,564806,11050988
Tamil Nadu,Tiruppur,2019,4,427694,6111411
Tamil Nadu,Dharmapuri,2019,4,171677,2525020
Tamil Nadu,Thoothukkudi,2019,4,131336,1491277
Tamil Nadu,Thanjavur,2019,4,181672,2336862
Tamil Nadu,Madurai,2019,4,351234,4634811
Tamil Nadu,Tiruvannamalai,2019,4,202112,2639455
Tamil Nadu,Salem,2019,4,390301,4975680
Tamil Nadu,Nagapattinam,2019,4,87998,989769
Tamil Nadu,Tirupathur,2019,4,129026,1825987
Tamil Nadu,Ariyalur,2019,4,52294,617517
Tamil Nadu,Chennai,2019,4,1216610,22828193
Tamil Nadu,The Nilgiris,2019,4,69335,970095
Tamil Nadu,Erode,2019,4,242324,2893474
Tamil Nadu,Karur,2019,4,89726,1036381
Tamil Nadu,Kallakkurichi,2019,4,118948,1382861
Tamil Nadu,Viluppuram,2019,4,157860,2142547
Tamil Nadu,Pudukkottai,2019,4,89251,1061296
Tamil Nadu,Perambalur,2019,4,43804,494635
Tamil Nadu,Coimbatore,2019,4,767480,12267898
Tamil Nadu,Virudhunagar,2019,4,136782,1588707
Tamil Nadu,Dindigul,2019,4,177010,2388757
Tamil Nadu,Sivaganga,2019,4,92648,1107528
Tamil Nadu,Tenkasi,2019,4,79619,824540
Tamil Nadu,Chengalpattu,2019,4,829575,22382821
Tamil Nadu,Kanniyakumari,2019,4,147268,1703596
Tamil Nadu,Tirunelveli,2019,4,136178,1506103
Tamil Nadu,Thiruvallur,2019,4,934744,16550582
Tamil Nadu,Theni,2019,4,96179,1142433
Tamil Nadu,Ranipet,2019,4,141642,2023415
Tamil Nadu,Namakkal,2019,4,169515,1979201
Tamil Nadu,Vellore,2019,4,198172,3676316
Tamil Nadu,Thiruvarur,2019,4,64519,719556
Tamil Nadu,Tiruchirappalli,2020,1,339829,4719933
Tamil Nadu,Ramanathapuram,2020,1,93243,1175864
Tamil Nadu,Krishnagiri,2020,1,379857,6993104
Tamil Nadu,Cuddalore,2020,1,247650,2974425
Tamil Nadu,Kancheepuram,2020,1,626872,12333880
Tamil Nadu,Tiruppur,2020,1,488697,7062739
Tamil Nadu,Dharmapuri,2020,1,194617,3208124
Tamil Nadu,Thoothukkudi,2020,1,152572,1838344
Tamil Nadu,Thanjavur,2020,1,208798,2797086
Tamil Nadu,Madurai,2020,1,402474,5507257
Tamil Nadu,Tiruvannamalai,2020,1,230261,3220937
Tamil Nadu,Salem,2020,1,442045,5979694
Tamil Nadu,Nagapattinam,2020,1,101777,1199502
Tamil Nadu,Tirupathur,2020,1,148648,2283628
Tamil Nadu,Ariyalur,2020,1,60040,750655
Tamil Nadu,Chennai,2020,1,1340762,25098869
Tamil Nadu,The Nilgiris,2020,1,80235,1121593
Tamil Nadu,Erode,2020,1,279035,3501764
Tamil Nadu,Karur,2020,1,102936,1273957
Tamil Nadu,Kallakkurichi,2020,1,138096,1826308
Tamil Nadu,Viluppuram,2020,1,181301,2691021
Tamil Nadu,Pudukkottai,2020,1,103610,1301766
Tamil Nadu,Perambalur,2020,1,50493,630038
Tamil Nadu,Coimbatore,2020,1,868832,14620009
Tamil Nadu,Virudhunagar,2020,1,158388,1996827
Tamil Nadu,Dindigul,2020,1,204661,2864002
Tamil Nadu,Sivaganga,2020,1,106993,1359734
Tamil Nadu,Tenkasi,2020,1,92142,1017754
Tamil Nadu,Chengalpattu,2020,1,912587,24586991
Tamil Nadu,Kanniyakumari,2020,1,171611,1981360
Tamil Nadu,Tirunelveli,2020,1,158258,1860525
Tamil Nadu,Thiruvallur,2020,1,1041642,18732482
Tamil Nadu,Theni,2020,1,111186,1398101
Tamil Nadu,Ranipet,2020,1,160257,2386777
Tamil Nadu,Namakkal,2020,1,191510,2352284
Tamil Nadu,Vellore,2020,1,225181,4369641
Tamil Nadu,Thiruvarur,2020,1,75272,891778
Tamil Nadu,Tiruchirappalli,2020,2,383178,4397712
Tamil Nadu,Ramanathapuram,2020,2,111008,1538437
Tamil Nadu,Krishnagiri,2020,2,424184,6702370
Tamil Nadu,Cuddalore,2020,2,283455,3562036
Tamil Nadu,Kancheepuram,2020,2,678899,7473570
Tamil Nadu,Tiruppur,2020,2,550609,5884781
Tamil Nadu,Dharmapuri,2020,2,221016,3874848
Tamil Nadu,Thoothukkudi,2020,2,176731,2097792
Tamil Nadu,Thanjavur,2020,2,240366,2808288
Tamil Nadu,Madurai,2020,2,456527,5318809
Tamil Nadu,Tiruvannamalai,2020,2,264353,4180733
Tamil Nadu,Salem,2020,2,499360,6083707
Tamil Nadu,Nagapattinam,2020,2,119011,1465103
Tamil Nadu,Tirupathur,2020,2,170574,2597785
Tamil Nadu,Ariyalur,2020,2,70530,1030795
Tamil Nadu,Chennai,2020,2,1436722,13039961
Tamil Nadu,The Nilgiris,2020,2,93246,1275950
Tamil Nadu,Erode,2020,2,317681,3331606
Tamil Nadu,Karur,2020,2,118636,1436363
Tamil Nadu,Kallakkurichi,2020,2,160550,2486862
Tamil Nadu,Viluppuram,2020,2,206170,3122431
Tamil Nadu,Pudukkottai,2020,2,122447,1627425
Tamil Nadu,Perambalur,2020,2,58963,747910
Tamil Nadu,Coimbatore,2020,2,958191,9575606
Tamil Nadu,Virudhunagar,2020,2,184693,2347483
Tamil Nadu,Dindigul,2020,2,236638,3137832
Tamil Nadu,Sivaganga,2020,2,125461,1694826
Tamil Nadu,Tenkasi,2020,2,108499,1389035
Tamil Nadu,Chengalpattu,2020,2,979769,11430968
Tamil Nadu,Kanniyakumari,2020,2,201361,2294160
Tamil Nadu,Tirunelveli,2020,2,182743,2083902
Tamil Nadu,Thiruvallur,2020,2,1140330,13599646
Tamil Nadu,Theni,2020,2,129850,1754220
Tamil Nadu,Ranipet,2020,2,180545,2540420
Tamil Nadu,Namakkal,2020,2,217014,2357316
Tamil Nadu,Vellore,2020,2,252106,3459528
Tamil Nadu,Thiruvarur,2020,2,89370,1157231
Tamil Nadu,Tiruchirappalli,2020,3,433221,5742354
