State,District,Year,Quarter,Trans_Count,Amount
Madhya Pradesh,Hoshangabad,2018,2,160516,259286994.40054798
Madhya Pradesh,Vidisha,2018,2,206091,269816199.5111784
Madhya Pradesh,Balaghat,2018,2,143103,195633852.35640132
Madhya Pradesh,Singrauli,2018,2,197668,353747944.2448121
Madhya Pradesh,Betul,2018,2,166350,221353395.3975936
Madhya Pradesh,Sidhi,2018,2,85270,170776755.87162167
Madhya Pradesh,Datia,2018,2,69866,80851949.8526532
Madhya Pradesh,Dewas,2018,2,237116,373245353.2305236
Madhya Pradesh,Sheopur,2018,2,35135,56890745.443421535
Madhya Pradesh,Neemuch,2018,2,84147,126296373.11142942
Madhya Pradesh,Raisen,2018,2,185436,235343086.37532064
Madhya Pradesh,Mandsaur,2018,2,124845,177321632.50603038
Madhya Pradesh,Barwani,2018,2,46585,84341593.30239312
Madhya Pradesh,Katni,2018,2,87813,125498503.80003998
Madhya Pradesh,Dindori,2018,2,29598,50389328.11277872
Madhya Pradesh,Shivpuri,2018,2,102351,123721424.84893346
Madhya Pradesh,Gwalior,2018,2,489851,768942832.0715544
Madhya Pradesh,Anuppur,2018,2,75195,128975584.0702453
Madhya Pradesh,Agar Malwa,2018,2,68342,176571578.38007817
Madhya Pradesh,Ashoknagar,2018,2,54242,89964031.53897266
Madhya Pradesh,Sagar,2018,2,267894,314107092.19693184
Madhya Pradesh,Niwari,2018,2,27058,24959522.511478625
Madhya Pradesh,Rewa,2018,2,298854,492363779.31866646
Madhya Pradesh,Shajapur,2018,2,129061,175288994.9085207
Madhya Pradesh,Ujjain,2018,2,291630,463505751.4854503
Madhya Pradesh,Bhind,2018,2,126920,171639410.87180024
Madhya Pradesh,Tikamgarh,2018,2,68970,93783367.76871929
Madhya Pradesh,Seoni,2018,2,112462,149334604.6554795
Madhya Pradesh,Harda,2018,2,60536,124597087.15401682
Madhya Pradesh,Burhanpur,2018,2,47282,71514661.9044576
Madhya Pradesh,Damoh,2018,2,80644,107757242.71786109
Madhya Pradesh,Bhopal,2018,2,2101870,3162583722.748327
Madhya Pradesh,Jhabua,2018,2,26063,41023385.13816187
Madhya Pradesh,Dhar,2018,2,238497,351923712.98836184
Madhya Pradesh,Guna,2018,2,168387,187110752.5424232
Madhya Pradesh,East Nimar,2018,2,99771,146718815.95123044
Madhya Pradesh,Chhindwara,2018,2,210555,261719220.92039597
Madhya Pradesh,Umaria,2018,2,41149,63869947.88495587
Madhya Pradesh,Mandla,2018,2,42090,73926032.85240582
Madhya Pradesh,Indore,2018,2,1375908,2404399122.9028625
Madhya Pradesh,Shahdol,2018,2,92269,170374864.66123608
Madhya Pradesh,Ratlam,2018,2,157631,265107190.3534137
Madhya Pradesh,Panna,2018,2,55200,68661778.11171293
Madhya Pradesh,Chhatarpur,2018,2,116892,145073867.39570677
Madhya Pradesh,Morena,2018,3,225109,314162389.21277374
Madhya Pradesh,Alirajpur,2018,3,14499,31329484.45765715
Madhya Pradesh,Sehore,2018,3,758026,813770551.0306485
Madhya Pradesh,Rajgarh,2018,3,264264,490284208.9358903
Madhya Pradesh,Khargone,2018,3,212212,367653656.9228988
Madhya Pradesh,Satna,2018,3,336587,384859967.68634284
Madhya Pradesh,Narsinghpur,2018,3,426854,345889819.40697944
Madhya Pradesh,Jabalpur,2018,3,701227,958869249.390048
Madhya Pradesh,Hoshangabad,2018,3,232423,350613568.04801667
Madhya Pradesh,Vidisha,2018,3,356894,387577329.34462994
Madhya Pradesh,Balaghat,2018,3,206889,288749854.0352216
Madhya Pradesh,Singrauli,2018,3,293194,484603524.85429597
Madhya Pradesh,Betul,2018,3,255158,341596958.56045556
Madhya Pradesh,Sidhi,2018,3,103433,217219534.02579975
Madhya Pradesh,Datia,2018,3,80900,111289100.34853539
Madhya Pradesh,Dewas,2018,3,396402,573244078.7266996
Madhya Pradesh,Sheopur,2018,3,47777,70204603.37693526
Madhya Pradesh,Neemuch,2018,3,118927,193198515.27127546
Madhya Pradesh,Raisen,2018,3,293648,347162115.3304596
Madhya Pradesh,Mandsaur,2018,3,191633,279080875.19769007
Madhya Pradesh,Barwani,2018,3,78050,129885904.69348633
Madhya Pradesh,Katni,2018,3,135537,191678963.28104156
Madhya Pradesh,Dindori,2018,3,48720,104963346.04509656
Madhya Pradesh,Shivpuri,2018,3,247121,251982372.40395808
Madhya Pradesh,Gwalior,2018,3,726317,1161920835.789859
Madhya Pradesh,Anuppur,2018,3,134714,214472109.76509666
Madhya Pradesh,Agar Malwa,2018,3,80868,205469348.73109734
Madhya Pradesh,Ashoknagar,2018,3,111938,147015385.9868574
Madhya Pradesh,Sagar,2018,3,792217,664927054.0421132
Madhya Pradesh,Niwari,2018,3,29194,41047174.13133386
Madhya Pradesh,Rewa,2018,3,566062,685929451.0927081
Madhya Pradesh,Shajapur,2018,3,199572,298525129.14149654
Madhya Pradesh,Ujjain,2018,3,498756,721272323.6353652
Madhya Pradesh,Bhind,2018,3,189161,242565162.35289013
Madhya Pradesh,Tikamgarh,2018,3,85323,134625754.00800335
Madhya Pradesh,Seoni,2018,3,195122,241275224.7784125
Madhya Pradesh,Harda,2018,3,83258,144520947.8271768
Madhya Pradesh,Burhanpur,2018,3,70022,104462490.18066044
Madhya Pradesh,Damoh,2018,3,110626,151909658.6639632
Madhya Pradesh,Bhopal,2018,3,3157810,4500771533.49004
Madhya Pradesh,Jhabua,2018,3,38916,63326929.53735356
Madhya Pradesh,Dhar,2018,3,425936,570906796.1316426
Madhya Pradesh,Guna,2018,3,286324,342644569.4119593
Madhya Pradesh,East Nimar,2018,3,149436,217800277.66590044
Madhya Pradesh,Chhindwara,2018,3,321934,412767395.9846499
Madhya Pradesh,Umaria,2018,3,72491,120215633.0349016
Madhya Pradesh,Mandla,2018,3,56024,111478477.38170321
Madhya Pradesh,Indore,2018,3,2082530,3633508421.8101254
Madhya Pradesh,Shahdol,2018,3,158517,276738575.9961562
Madhya Pradesh,Ratlam,2018,3,278962,416785369.31813365
Madhya Pradesh,Panna,2018,3,60946,90293317.93701646
Madhya Pradesh,Chhatarpur,2018,3,138525,202696886.25763637
Madhya Pradesh,Morena,2018,4,271585,469203779.68138313
Madhya Pradesh,Alirajpur,2018,4,21963,45165476.8395529
Madhya Pradesh,Sehore,2018,4,783146,1051788224.0566217
Madhya Pradesh,Rajgarh,2018,4,347269,660055204.9792677
Madhya Pradesh,Khargone,2018,4,284771,547527525.733146
Madhya Pradesh,Satna,2018,4,483123,591600774.6822348
Madhya Pradesh,Narsinghpur,2018,4,258432,382951245.1955268
Madhya Pradesh,Jabalpur,2018,4,866243,1360238729.0313094
Madhya Pradesh,Hoshangabad,2018,4,308911,514857130.97617257
Madhya Pradesh,Vidisha,2018,4,390739,483355119.64546156
Madhya Pradesh,Balaghat,2018,4,338581,461847795.9647552
Madhya Pradesh,Singrauli,2018,4,419946,737232794.9451723
Madhya Pradesh,Betul,2018,4,326736,518818434.8592302
Madhya Pradesh,Sidhi,2018,4,175484,332466149.65630496
Madhya Pradesh,Datia,2018,4,122314,168858427.79693142
Madhya Pradesh,Dewas,2018,4,501654,821092172.381887
Madhya Pradesh,Sheopur,2018,4,61335,115195832.59578738
Madhya Pradesh,Neemuch,2018,4,174140,282369348.91748786
Madhya Pradesh,Raisen,2018,4,389796,524075459.1027199
Madhya Pradesh,Mandsaur,2018,4,277416,391917400.30971193
Madhya Pradesh,Barwani,2018,4,88949,180694126.4203164
Madhya Pradesh,Katni,2018,4,193021,294787947.0215211
Madhya Pradesh,Dindori,2018,4,70932,158767219.27799407
Madhya Pradesh,Shivpuri,2018,4,378896,353412369.5445291
Madhya Pradesh,Gwalior,2018,4,894712,1644666010.3465357
Madhya Pradesh,Anuppur,2018,4,167782,320615508.68732536
Madhya Pradesh,Agar Malwa,2018,4,105886,260783066.15850568
Madhya Pradesh,Ashoknagar,2018,4,106583,194613632.92211744
Madhya Pradesh,Sagar,2018,4,573261,742271402.2191862
Madhya Pradesh,Niwari,2018,4,47128,61816022.29873501
Madhya Pradesh,Rewa,2018,4,588836,933681137.7141752
Madhya Pradesh,Shajapur,2018,4,247546,401715212.2091435
Madhya Pradesh,Ujjain,2018,4,585638,981666410.735889
Madhya Pradesh,Bhind,2018,4,228728,380235556.0017932
Madhya Pradesh,Tikamgarh,2018,4,128946,194635845.36831838
Madhya Pradesh,Seoni,2018,4,243126,359435415.4347418
Madhya Pradesh,Harda,2018,4,108428,192765473.87559044
Madhya Pradesh,Burhanpur,2018,4,88001,152806391.48599932
Madhya Pradesh,Damoh,2018,4,162192,223242040.90301567
Madhya Pradesh,Bhopal,2018,4,4226983,6249310700.95542
Madhya Pradesh,Jhabua,2018,4,58035,104063289.32665196
Madhya Pradesh,Dhar,2018,4,536104,820460181.5187452
Madhya Pradesh,Guna,2018,4,277175,459379018.8825216
Madhya Pradesh,East Nimar,2018,4,178194,299011356.48433113
Madhya Pradesh,Chhindwara,2018,4,431596,608429977.6942707
Madhya Pradesh,Umaria,2018,4,95954,164082883.5292987
Madhya Pradesh,Mandla,2018,4,91790,172634998.50982466
Madhya Pradesh,Indore,2018,4,2826520,5075021922.79704
Madhya Pradesh,Shahdol,2018,4,209180,388199322.82241416
Madhya Pradesh,Ratlam,2018,4,328469,582214576.1016406
Madhya Pradesh,Panna,2018,4,106697,152348677.06109083
Madhya Pradesh,Chhatarpur,2018,4,218683,337223351.3088259
Madhya Pradesh,Morena,2019,1,376798,590340172.5467699
Madhya Pradesh,Alirajpur,2019,1,31490,57528445.880148254
Madhya Pradesh,Sehore,2019,1,1598108,1381467050.209204
Madhya Pradesh,Rajgarh,2019,1,648061,849387423.708046
Madhya Pradesh,Khargone,2019,1,411986,660544853.6667627
Madhya Pradesh,Satna,2019,1,764362,837796202.3663837
Madhya Pradesh,Narsinghpur,2019,1,399379,518838319.27022743
Madhya Pradesh,Jabalpur,2019,1,1489827,2066194878.0751898
Madhya Pradesh,Hoshangabad,2019,1,553426,797390486.8744063
Madhya Pradesh,Vidisha,2019,1,563457,611099763.953865
Madhya Pradesh,Balaghat,2019,1,554447,630492988.9965429
Madhya Pradesh,Singrauli,2019,1,771972,909610315.8822656
Madhya Pradesh,Betul,2019,1,534677,672533278.2668386
Madhya Pradesh,Sidhi,2019,1,248937,410718619.8730597
Madhya Pradesh,Datia,2019,1,180925,252504015.5677335
Madhya Pradesh,Dewas,2019,1,911351,1084348082.083155
Madhya Pradesh,Sheopur,2019,1,91429,135311510.09875304
Madhya Pradesh,Neemuch,2019,1,354202,395660623.3520371
Madhya Pradesh,Raisen,2019,1,695558,725879807.2669368
Madhya Pradesh,Mandsaur,2019,1,483684,539074153.2850753
Madhya Pradesh,Barwani,2019,1,128005,219244169.14213455
Madhya Pradesh,Katni,2019,1,301180,409719255.6873062
Madhya Pradesh,Dindori,2019,1,124325,177463422.54077098
Madhya Pradesh,Shivpuri,2019,1,396289,453501159.67207545
Madhya Pradesh,Gwalior,2019,1,1342886,2088543078.353699
Madhya Pradesh,Anuppur,2019,1,269466,368414431.56357545
Madhya Pradesh,Agar Malwa,2019,1,172327,287964461.44944036
Madhya Pradesh,Ashoknagar,2019,1,148509,228929290.71462494
Madhya Pradesh,Sagar,2019,1,925998,1031788235.3211449
Madhya Pradesh,Niwari,2019,1,71604,94651228.74141197
Madhya Pradesh,Rewa,2019,1,866533,1138882577.7546175
Madhya Pradesh,Shajapur,2019,1,424237,496437268.9084166
Madhya Pradesh,Ujjain,2019,1,940607,1264261226.7636352
Madhya Pradesh,Bhind,2019,1,359414,478039474.5692019
Madhya Pradesh,Tikamgarh,2019,1,196901,261488913.1219021
Madhya Pradesh,Seoni,2019,1,372002,502814827.1219895
Madhya Pradesh,Harda,2019,1,154078,230304157.91590577
Madhya Pradesh,Burhanpur,2019,1,112881,179246644.07640463
Madhya Pradesh,Damoh,2019,1,238517,302505344.2563059
Madhya Pradesh,Bhopal,2019,1,8252290,9878412374.297678
Madhya Pradesh,Jhabua,2019,1,91081,139117371.3471116
Madhya Pradesh,Dhar,2019,1,976357,1063530759.7629426
Madhya Pradesh,Guna,2019,1,405000,561823338.1452124
Madhya Pradesh,East Nimar,2019,1,261800,382404007.5330337
Madhya Pradesh,Chhindwara,2019,1,712778,883844445.1281323
Madhya Pradesh,Umaria,2019,1,173141,228656214.15156192
Madhya Pradesh,Mandla,2019,1,142749,220376060.06544745
Madhya Pradesh,Indore,2019,1,5731364,8462300131.378917
Madhya Pradesh,Shahdol,2019,1,314212,487101458.35959864
Madhya Pradesh,Ratlam,2019,1,547587,739522679.3292215
Madhya Pradesh,Panna,2019,1,157047,212311094.12142566
Madhya Pradesh,Chhatarpur,2019,1,325808,469959429.53119093
Madhya Pradesh,Morena,2019,2,343097,759305410.9408532
Madhya Pradesh,Alirajpur,2019,2,34336,69497452.41988502
Madhya Pradesh,Sehore,2019,2,1000398,1498323453.5966249
Madhya Pradesh,Rajgarh,2019,2,514081,1017424331.5352097
Madhya Pradesh,Khargone,2019,2,382282,750061980.5160892
Madhya Pradesh,Satna,2019,2,616768,985174475.02744
Madhya Pradesh,Narsinghpur,2019,2,346905,606090629.4459138
Madhya Pradesh,Jabalpur,2019,2,2003659,3365108021.1103716
Madhya Pradesh,Hoshangabad,2019,2,733352,1398321448.0271442
Madhya Pradesh,Vidisha,2019,2,481189,790501880.7453303
Madhya Pradesh,Balaghat,2019,2,449840,762685263.2847067
Madhya Pradesh,Singrauli,2019,2,551954,992797313.4503391
Madhya Pradesh,Betul,2019,2,449045,767821477.0829715
Madhya Pradesh,Sidhi,2019,2,233508,493694170.465987
Madhya Pradesh,Datia,2019,2,152773,339467343.8421911
Madhya Pradesh,Dewas,2019,2,705805,1221413819.1866453
Madhya Pradesh,Sheopur,2019,2,84977,183254253.38825667
Madhya Pradesh,Neemuch,2019,2,256620,436804315.37630045
Madhya Pradesh,Raisen,2019,2,560941,900587870.7028184
Madhya Pradesh,Mandsaur,2019,2,389452,635844969.502559
Madhya Pradesh,Barwani,2019,2,124076,248252777.2854694
Madhya Pradesh,Katni,2019,2,293589,520588852.0492451
Madhya Pradesh,Dindori,2019,2,113733,239975836.02101433
Madhya Pradesh,Shivpuri,2019,2,300960,547286279.7906877
Madhya Pradesh,Gwalior,2019,2,1264694,2419928141.075864
Madhya Pradesh,Anuppur,2019,2,224927,402977513.253777
Madhya Pradesh,Agar Malwa,2019,2,149682,343520367.24746865
Madhya Pradesh,Ashoknagar,2019,2,137874,294579713.2675661
Madhya Pradesh,Sagar,2019,2,758405,1228020791.0177653
Madhya Pradesh,Niwari,2019,2,63955,126884358.23208058
Madhya Pradesh,Rewa,2019,2,718741,1390495018.41335
Madhya Pradesh,Shajapur,2019,2,339228,612106800.275732
Madhya Pradesh,Ujjain,2019,2,869522,1520840061.8610396
Madhya Pradesh,Bhind,2019,2,302340,626308252.5816314
Madhya Pradesh,Tikamgarh,2019,2,157005,307990547.122507
Madhya Pradesh,Seoni,2019,2,329624,648666931.8791126
Madhya Pradesh,Harda,2019,2,142930,326718386.40413725
Madhya Pradesh,Burhanpur,2019,2,105876,207175425.20322382
Madhya Pradesh,Damoh,2019,2,196650,365700982.5016987
Madhya Pradesh,Bhopal,2019,2,12031142,17309015090.75333
Madhya Pradesh,Jhabua,2019,2,77960,161135239.28514642
Madhya Pradesh,Dhar,2019,2,688408,1123223534.056122
Madhya Pradesh,Guna,2019,2,350879,721667755.441529
Madhya Pradesh,East Nimar,2019,2,258938,458126334.582946
Madhya Pradesh,Chhindwara,2019,2,645533,1108779630.8540792
Madhya Pradesh,Umaria,2019,2,138398,247440808.27591902
Madhya Pradesh,Mandla,2019,2,146979,272824616.43496925
Madhya Pradesh,Indore,2019,2,8459734,14340814113.220867
Madhya Pradesh,Shahdol,2019,2,283233,548392883.6818831
Madhya Pradesh,Ratlam,2019,2,436200,837756959.1611743
Madhya Pradesh,Panna,2019,2,144870,264866666.57722616
Madhya Pradesh,Chhatarpur,2019,2,298946,588325833.1001078
Madhya Pradesh,Morena,2019,3,420577,810520758.2520224
Madhya Pradesh,Alirajpur,2019,3,43708,73365800.59824678
Madhya Pradesh,Sehore,2019,3,1227719,1645829156.9951177
Madhya Pradesh,Rajgarh,2019,3,630750,1064320990.8474429
Madhya Pradesh,Khargone,2019,3,501626,879202941.5295783
Madhya Pradesh,Satna,2019,3,725235,1059489130.4453516
Madhya Pradesh,Narsinghpur,2019,3,453436,650967602.9346141
Madhya Pradesh,Jabalpur,2019,3,2424190,3585214328.999977
Madhya Pradesh,Hoshangabad,2019,3,790986,1383313404.8492954
Madhya Pradesh,Vidisha,2019,3,727266,854570416.6079028
Madhya Pradesh,Balaghat,2019,3,567601,887611890.153901
Madhya Pradesh,Singrauli,2019,3,642493,1173251043.3561773
Madhya Pradesh,Betul,2019,3,563154,847202003.6750573
Madhya Pradesh,Sidhi,2019,3,273664,512669032.72623336
Madhya Pradesh,Datia,2019,3,185547,310956418.3702055
Madhya Pradesh,Dewas,2019,3,992605,1490521770.4985013
Madhya Pradesh,Sheopur,2019,3,103886,192951569.02353826
Madhya Pradesh,Neemuch,2019,3,327456,519709448.0273813
Madhya Pradesh,Raisen,2019,3,773784,949746911.335474
Madhya Pradesh,Mandsaur,2019,3,494027,761949946.8985124
Madhya Pradesh,Barwani,2019,3,171739,319751040.826925
Madhya Pradesh,Katni,2019,3,402094,593226091.9563009
Madhya Pradesh,Dindori,2019,3,141683,264100608.8514316
Madhya Pradesh,Shivpuri,2019,3,480685,623887050.2623472
Madhya Pradesh,Gwalior,2019,3,1945426,2938882604.9629474
Madhya Pradesh,Anuppur,2019,3,268378,433772254.12718594
Madhya Pradesh,Agar Malwa,2019,3,186478,369483216.7905896
Madhya Pradesh,Ashoknagar,2019,3,165758,310769625.9727926
Madhya Pradesh,Sagar,2019,3,935229,1347968051.4244916
Madhya Pradesh,Niwari,2019,3,78935,130837866.15542771
Madhya Pradesh,Rewa,2019,3,935300,1453796034.8352695
Madhya Pradesh,Shajapur,2019,3,433966,673322001.1987181
Madhya Pradesh,Ujjain,2019,3,1287391,1861274343.6180215
Madhya Pradesh,Bhind,2019,3,380363,630475529.7209358
Madhya Pradesh,Tikamgarh,2019,3,186786,324341358.1104247
Madhya Pradesh,Seoni,2019,3,410048,692944134.2328482
Madhya Pradesh,Harda,2019,3,168509,293038210.5432082
Madhya Pradesh,Burhanpur,2019,3,161877,260769325.37951168
Madhya Pradesh,Damoh,2019,3,237834,397137186.7367182
Madhya Pradesh,Bhopal,2019,3,15339970,19449113922.050434
Madhya Pradesh,Jhabua,2019,3,102684,188820321.13267735
Madhya Pradesh,Dhar,2019,3,895526,1358217450.0838823
Madhya Pradesh,Guna,2019,3,504290,805281720.1875607
Madhya Pradesh,East Nimar,2019,3,355840,531815119.26460695
Madhya Pradesh,Chhindwara,2019,3,855072,1250371332.8003006
Madhya Pradesh,Umaria,2019,3,165477,284003592.00169647
Madhya Pradesh,Mandla,2019,3,206390,305989954.0329734
Madhya Pradesh,Indore,2019,3,11739888,17332954157.395485
Madhya Pradesh,Shahdol,2019,3,388129,640132896.5761545
Madhya Pradesh,Ratlam,2019,3,684393,1045629823.5433974
Madhya Pradesh,Panna,2019,3,161511,268994052.98956585
Madhya Pradesh,Chhatarpur,2019,3,363052,641856047.3558884
Madhya Pradesh,Morena,2019,4,552247,1176653200.3467307
Madhya Pradesh,Alirajpur,2019,4,59374,111375197.38070184
Madhya Pradesh,Sehore,2019,4,1629869,2294177801.2437177
Madhya Pradesh,Rajgarh,2019,4,796105,1515871630.885089
Madhya Pradesh,Khargone,2019,4,689426,1235838033.2296019
Madhya Pradesh,Satna,2019,4,983069,1510243338.341208
Madhya Pradesh,Narsinghpur,2019,4,583854,932750800.22912
Madhya Pradesh,Jabalpur,2019,4,2901762,4636477563.561832
Madhya Pradesh,Hoshangabad,2019,4,962252,1753044610.0473013
Madhya Pradesh,Vidisha,2019,4,874643,1255756247.9703145
Madhya Pradesh,Balaghat,2019,4,786128,1261417059.3259377
Madhya Pradesh,Singrauli,2019,4,888076,1620787625.9568758
Madhya Pradesh,Betul,2019,4,777178,1258725233.1251488
Madhya Pradesh,Sidhi,2019,4,371875,757811477.3894438
Madhya Pradesh,Datia,2019,4,229322,432679416.00325996
Madhya Pradesh,Dewas,2019,4,1251392,2061011651.7828119
Madhya Pradesh,Sheopur,2019,4,143865,283784507.7272147
Madhya Pradesh,Neemuch,2019,4,437313,761018666.710302
Madhya Pradesh,Raisen,2019,4,909026,1299786956.5868084
Madhya Pradesh,Mandsaur,2019,4,666721,1174728688.6314943
Madhya Pradesh,Barwani,2019,4,240538,460445027.01960254
Madhya Pradesh,Katni,2019,4,479971,828805126.7779653
Madhya Pradesh,Dindori,2019,4,188857,334782163.8930688
Madhya Pradesh,Shivpuri,2019,4,582096,903883898.6970117
Madhya Pradesh,Gwalior,2019,4,2509157,4050254390.723213
Madhya Pradesh,Anuppur,2019,4,369552,603613476.7487521
Madhya Pradesh,Agar Malwa,2019,4,242128,488561343.3566568
Madhya Pradesh,Ashoknagar,2019,4,229322,453295365.84140915
Madhya Pradesh,Sagar,2019,4,1218814,1853137602.0859165
Madhya Pradesh,Niwari,2019,4,98546,182508349.73885658
Madhya Pradesh,Rewa,2019,4,1160674,2078184265.1862037
Madhya Pradesh,Shajapur,2019,4,550250,993408390.5956174
Madhya Pradesh,Ujjain,2019,4,1649254,2534823488.3187428
Madhya Pradesh,Bhind,2019,4,499964,958481497.3250488
Madhya Pradesh,Tikamgarh,2019,4,250671,459197353.1228398
Madhya Pradesh,Seoni,2019,4,553103,974187067.6697235
Madhya Pradesh,Harda,2019,4,228444,412943463.3634922
Madhya Pradesh,Burhanpur,2019,4,212469,366453162.77283734
Madhya Pradesh,Damoh,2019,4,308020,566204811.1556315
Madhya Pradesh,Bhopal,2019,4,18062429,24303685079.877422
Madhya Pradesh,Jhabua,2019,4,138527,272107291.6601217
Madhya Pradesh,Dhar,2019,4,1194971,1868318600.6352177
Madhya Pradesh,Guna,2019,4,603422,1133891528.9825106
Madhya Pradesh,East Nimar,2019,4,464888,731504467.3027995
Madhya Pradesh,Chhindwara,2019,4,1143151,1828645736.7684202
Madhya Pradesh,Umaria,2019,4,221931,385321545.5207559
Madhya Pradesh,Mandla,2019,4,274439,442600272.1883175
Madhya Pradesh,Indore,2019,4,15879423,23175261773.68209
Madhya Pradesh,Shahdol,2019,4,521170,904148565.4771671
Madhya Pradesh,Ratlam,2019,4,846558,1520656346.9960792
Madhya Pradesh,Panna,2019,4,221446,401424811.93197066
Madhya Pradesh,Chhatarpur,2019,4,494307,883250818.9651694
Madhya Pradesh,Morena,2020,1,677107,1487773913.3226943
Madhya Pradesh,Alirajpur,2020,1,80878,139222795.20558116
Madhya Pradesh,Sehore,2020,1,1747508,2672516076.599974
Madhya Pradesh,Rajgarh,2020,1,1003150,1931180320.955352
Madhya Pradesh,Khargone,2020,1,881158,1574505862.423655
Madhya Pradesh,Satna,2020,1,1054696,1784631427.1661167
Madhya Pradesh,Narsinghpur,2020,1,688918,1184472226.2186055
Madhya Pradesh,Jabalpur,2020,1,3486010,5963024021.3977585
Madhya Pradesh,Hoshangabad,2020,1,828769,1373162855.0037787
Madhya Pradesh,Vidisha,2020,1,924103,1432345729.8413827
Madhya Pradesh,Balaghat,2020,1,906061,1537219792.9224663
Madhya Pradesh,Singrauli,2020,1,1021478,1813855141.3835425
Madhya Pradesh,Betul,2020,1,945162,1505930532.973516
Madhya Pradesh,Sidhi,2020,1,446051,920320721.1366475
Madhya Pradesh,Datia,2020,1,268264,526142245.71179307
Madhya Pradesh,Dewas,2020,1,1550696,2464387871.393967
Madhya Pradesh,Sheopur,2020,1,184458,352706798.3802645
Madhya Pradesh,Neemuch,2020,1,531047,886080840.6231391
Madhya Pradesh,Raisen,2020,1,1032990,1549085424.333671
Madhya Pradesh,Mandsaur,2020,1,807793,1375833119.4837801
Madhya Pradesh,Barwani,2020,1,325006,604870938.0003757
Madhya Pradesh,Katni,2020,1,556365,943799882.3973982
Madhya Pradesh,Dindori,2020,1,214866,396788718.2048433
Madhya Pradesh,Shivpuri,2020,1,550319,1103063094.0643337
Madhya Pradesh,Gwalior,2020,1,2793829,4742983278.610157
Madhya Pradesh,Anuppur,2020,1,418000,724569321.1941388
Madhya Pradesh,Agar Malwa,2020,1,311735,625620488.0107846
Madhya Pradesh,Ashoknagar,2020,1,277647,528607935.5618244
Madhya Pradesh,Sagar,2020,1,1331074,2082416999.9919271
Madhya Pradesh,Niwari,2020,1,121988,217310730.4519447
Madhya Pradesh,Rewa,2020,1,1358528,2622020903.5922184
Madhya Pradesh,Shajapur,2020,1,669470,1213374763.6922693
Madhya Pradesh,Ujjain,2020,1,1956388,2984071094.5180407
Madhya Pradesh,Bhind,2020,1,576145,1134766386.7772534
Madhya Pradesh,Tikamgarh,2020,1,303500,526334043.8341253
Madhya Pradesh,Seoni,2020,1,673872,1242759290.232771
Madhya Pradesh,Harda,2020,1,286337,488993407.85521567
Madhya Pradesh,Burhanpur,2020,1,290428,470435916.82675624
Madhya Pradesh,Damoh,2020,1,356009,643762443.1742475
Madhya Pradesh,Bhopal,2020,1,18872294,26955303213.752167
Madhya Pradesh,Jhabua,2020,1,185141,335602062.4116914
Madhya Pradesh,Dhar,2020,1,1500274,2336164021.151242
Madhya Pradesh,Guna,2020,1,712143,1318350475.4830964
Madhya Pradesh,East Nimar,2020,1,631279,985252866.00711
Madhya Pradesh,Chhindwara,2020,1,1550995,2660677487.577834
Madhya Pradesh,Umaria,2020,1,253659,456166379.53994095
Madhya Pradesh,Mandla,2020,1,346631,557993549.7228283
Madhya Pradesh,Indore,2020,1,20249473,30491290764.19948
Madhya Pradesh,Shahdol,2020,1,761513,1534787163.9351387
Madhya Pradesh,Ratlam,2020,1,1004214,1772832178.3580215
Madhya Pradesh,Panna,2020,1,272659,502772844.44764346
Madhya Pradesh,Chhatarpur,2020,1,588668,1059141076.1447953
Madhya Pradesh,Morena,2020,2,979863,2004598751.5638103
Madhya Pradesh,Alirajpur,2020,2,155614,263806138.89906
Madhya Pradesh,Sehore,2020,2,2007098,3502556848.342663
Madhya Pradesh,Rajgarh,2020,2,1370563,3068680022.4190836
Madhya Pradesh,Khargone,2020,2,1304018,2348687630.9505987
Madhya Pradesh,Satna,2020,2,1279303,2299659062.996543
Madhya Pradesh,Narsinghpur,2020,2,937615,1747257364.1219687
Madhya Pradesh,Jabalpur,2020,2,2318052,4127023650.0580335
Madhya Pradesh,Hoshangabad,2020,2,1066800,1911483431.6098528
Madhya Pradesh,Vidisha,2020,2,1117516,2114809476.4918907
Madhya Pradesh,Balaghat,2020,2,1264576,2249262810.331126
Madhya Pradesh,Singrauli,2020,2,1241316,2418071609.3089905
Madhya Pradesh,Betul,2020,2,1295916,2035034813.1244156
Madhya Pradesh,Sidhi,2020,2,594134,1251703559.0171533
Madhya Pradesh,Datia,2020,2,371197,814911322.7150948
Madhya Pradesh,Dewas,2020,2,1913320,3316587068.9901175
Madhya Pradesh,Sheopur,2020,2,287598,632810944.0852447
Madhya Pradesh,Neemuch,2020,2,647097,1070993929.1466343
Madhya Pradesh,Raisen,2020,2,1262637,2158327798.903433
Madhya Pradesh,Mandsaur,2020,2,988154,1894387003.6147099
Madhya Pradesh,Barwani,2020,2,504022,917979409.5245919
Madhya Pradesh,Katni,2020,2,697772,1227357562.792697
Madhya Pradesh,Dindori,2020,2,294665,642902838.0419433
Madhya Pradesh,Shivpuri,2020,2,765616,1802939903.2152252
Madhya Pradesh,Gwalior,2020,2,2624767,4775816368.953523
Madhya Pradesh,Anuppur,2020,2,528535,980195492.1188455
Madhya Pradesh,Agar Malwa,2020,2,457894,1029333871.0899696
Madhya Pradesh,Ashoknagar,2020,2,411999,915854462.0085747
